"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 11월 12일","125,500","123,500","125,500","123,500","598.23K","1.62%"
"2019년 11월 11일","123,500","124,000","124,500","123,500","370.19K","-0.40%"
"2019년 11월 10일","124,000","124,000","124,000","124,000","-","0.00%"
"2019년 11월 08일","124,000","124,000","124,500","123,500","334.18K","0.40%"
"2019년 11월 07일","123,500","123,500","124,500","123,000","577.24K","0.00%"
"2019년 11월 06일","123,500","125,500","126,000","123,500","681.70K","-1.20%"
"2019년 11월 05일","125,000","124,000","125,500","124,000","471.14K","0.81%"
"2019년 11월 04일","124,000","123,500","125,000","123,000","471.01K","0.00%"
"2019년 11월 03일","124,000","124,000","124,000","124,000","-","0.00%"
"2019년 11월 01일","124,000","121,500","124,000","121,000","434.02K","1.64%"
"2019년 10월 31일","122,000","122,500","123,500","121,500","441.27K","-0.41%"
"2019년 10월 30일","122,500","122,500","123,000","121,500","398.68K","0.00%"
"2019년 10월 29일","122,500","122,000","123,000","121,500","546.89K","0.82%"
"2019년 10월 28일","121,500","124,500","125,000","121,500","563.67K","-1.62%"
"2019년 10월 25일","123,500","122,000","124,000","121,500","748.26K","1.23%"
"2019년 10월 24일","122,000","121,000","122,500","120,000","652.31K","0.83%"
"2019년 10월 23일","121,000","121,500","122,500","120,500","509.37K","-0.82%"
"2019년 10월 22일","122,000","121,500","122,500","120,000","522.73K","0.00%"
"2019년 10월 21일","122,000","124,000","124,000","122,000","371.22K","-0.81%"
"2019년 10월 20일","123,000","123,000","123,000","123,000","-","0.00%"
"2019년 10월 18일","123,000","123,500","124,500","122,500","416.54K","0.00%"
"2019년 10월 17일","123,000","123,000","124,500","122,000","509.08K","0.00%"
"2019년 10월 16일","123,000","123,000","124,000","122,000","407.27K","0.82%"
"2019년 10월 15일","122,000","122,000","123,000","120,500","657.67K","0.00%"
"2019년 10월 14일","122,000","125,000","126,000","122,000","1.26M","-3.17%"
"2019년 10월 13일","126,000","126,000","126,000","126,000","-","0.00%"
"2019년 10월 11일","126,000","127,000","127,500","126,000","364.18K","-0.40%"
"2019년 10월 10일","126,500","127,000","128,000","125,500","770.52K","-2.32%"
"2019년 10월 09일","129,500","129,500","129,500","129,500","-","0.00%"
"2019년 10월 08일","129,500","128,000","130,500","127,500","390.58K","1.17%"
"2019년 10월 07일","128,000","128,000","129,000","127,000","257.03K","1.19%"
"2019년 10월 06일","126,500","126,500","126,500","126,500","-","0.00%"
"2019년 10월 04일","126,500","129,500","130,000","126,500","488.21K","-1.56%"
"2019년 10월 03일","128,500","128,500","128,500","128,500","-","0.00%"
"2019년 10월 02일","128,500","131,000","131,500","128,000","447.29K","-3.02%"
"2019년 10월 01일","132,500","134,000","134,000","131,500","387.73K","-1.12%"
"2019년 09월 30일","134,000","133,500","135,500","133,000","428.66K","0.37%"
"2019년 09월 29일","133,500","133,500","133,500","133,500","-","0.00%"
"2019년 09월 27일","133,500","134,000","134,000","131,000","347.95K","0.38%"
"2019년 09월 26일","133,000","136,000","136,500","132,000","439.33K","-1.12%"
"2019년 09월 25일","134,500","133,000","135,000","131,500","447.65K","0.37%"
"2019년 09월 24일","134,000","134,000","135,000","132,000","615.17K","0.75%"
"2019년 09월 23일","133,000","129,500","133,500","129,000","1.01M","2.70%"
"2019년 09월 20일","129,500","128,500","130,500","128,000","713.71K","0.39%"
"2019년 09월 19일","129,000","127,500","129,000","126,500","597.02K","1.18%"
"2019년 09월 18일","127,500","126,000","128,500","125,500","537.20K","1.19%"
"2019년 09월 17일","126,000","127,500","128,000","125,500","609.09K","-1.56%"
"2019년 09월 16일","128,000","128,500","129,500","126,000","777.34K","-0.78%"
"2019년 09월 15일","129,000","129,000","129,000","129,000","-","0.00%"
"2019년 09월 11일","129,000","128,500","129,000","127,500","755.84K","0.78%"
"2019년 09월 10일","128,000","127,000","128,500","126,500","458.27K","0.79%"
"2019년 09월 09일","127,000","127,500","128,500","126,000","377.91K","-0.39%"
"2019년 09월 08일","127,500","127,500","127,500","127,500","-","0.00%"
"2019년 09월 06일","127,500","128,000","128,500","126,500","379.95K","-0.39%"
"2019년 09월 05일","128,000","128,000","129,000","127,000","456.76K","-0.39%"
"2019년 09월 04일","128,500","128,000","129,000","127,000","496.04K","0.00%"
"2019년 09월 03일","128,500","131,500","132,000","127,500","505.03K","-1.91%"
"2019년 09월 02일","131,000","128,000","132,000","127,500","383.70K","1.95%"
"2019년 09월 01일","128,500","128,500","128,500","128,500","-","0.00%"
"2019년 08월 30일","128,500","127,500","129,000","127,000","405.75K","1.58%"
"2019년 08월 29일","126,500","127,500","128,000","126,000","364.66K","-0.78%"
"2019년 08월 28일","127,500","128,500","130,500","127,000","766.18K","2.00%"
"2019년 08월 27일","125,000","125,000","126,500","124,000","538.60K","0.40%"
"2019년 08월 26일","124,500","124,000","126,000","123,500","391.38K","-1.19%"
"2019년 08월 23일","126,000","123,000","126,000","123,000","252.71K","1.61%"
"2019년 08월 22일","124,000","126,000","126,500","124,000","384.08K","-1.20%"
"2019년 08월 21일","125,500","126,500","127,500","124,000","529.57K","-0.79%"
"2019년 08월 20일","126,500","127,500","128,500","125,000","479.78K","-1.17%"
"2019년 08월 19일","128,000","127,500","129,500","127,500","241.85K","0.00%"
"2019년 08월 18일","128,000","128,000","128,000","128,000","-","0.00%"
"2019년 08월 16일","128,000","126,500","128,000","125,000","351.61K","0.39%"
"2019년 08월 15일","127,500","127,500","127,500","127,500","-","0.00%"
"2019년 08월 14일","127,500","130,000","131,500","127,000","565.89K","-1.16%"
"2019년 08월 13일","129,000","129,500","131,000","129,000","333.96K","-1.53%"
"2019년 08월 12일","131,000","131,000","132,500","130,000","344.79K","-1.13%"
"2019년 08월 09일","132,500","131,500","132,500","129,000","512.31K","1.92%"
"2019년 08월 08일","130,000","129,000","132,500","128,500","1.11M","2.36%"
"2019년 08월 07일","127,000","126,500","129,000","126,500","677.53K","0.79%"
"2019년 08월 06일","126,000","126,000","127,500","123,000","762.23K","-1.18%"
"2019년 08월 05일","127,500","127,500","128,000","125,500","728.19K","0.00%"
"2019년 08월 04일","127,500","127,500","127,500","127,500","-","0.00%"
"2019년 08월 02일","127,500","126,000","128,500","124,500","597.90K","1.59%"
"2019년 08월 01일","125,500","126,500","130,000","125,000","467.91K","-0.79%"
"2019년 07월 31일","126,500","126,500","129,000","126,500","487.85K","-1.17%"
"2019년 07월 30일","128,000","129,000","129,500","126,500","320.63K","0.00%"
"2019년 07월 29일","128,000","130,000","131,000","126,500","464.01K","-1.92%"
"2019년 07월 28일","130,500","130,500","130,500","130,500","-","0.00%"
"2019년 07월 26일","130,500","130,500","132,500","130,000","393.68K","-0.76%"
"2019년 07월 25일","131,500","131,500","133,500","130,000","613.07K","-0.75%"
"2019년 07월 24일","132,500","131,500","133,500","131,500","418.40K","0.38%"
"2019년 07월 23일","132,000","133,500","133,500","128,500","1.13M","-0.75%"
"2019년 07월 22일","133,000","134,000","135,500","132,000","606.14K","-1.12%"
"2019년 07월 19일","134,500","135,500","135,500","132,000","363.11K","0.37%"
"2019년 07월 18일","134,000","133,000","134,500","132,500","345.39K","0.37%"
"2019년 07월 17일","133,500","133,000","134,500","132,000","375.47K","0.38%"
"2019년 07월 16일","133,000","139,000","139,000","132,000","902.01K","-3.62%"
"2019년 07월 15일","138,000","139,500","140,000","137,000","279.65K","-1.08%"
"2019년 07월 12일","139,500","138,500","142,000","138,000","549.23K","0.36%"
"2019년 07월 11일","139,000","136,500","140,500","135,000","1.07M","1.46%"
"2019년 07월 10일","137,000","139,000","140,000","135,500","566.98K","-0.36%"
"2019년 07월 09일","137,500","139,500","141,500","137,000","435.20K","-0.72%"
"2019년 07월 08일","138,500","140,500","142,000","138,000","338.35K","-2.12%"
"2019년 07월 05일","141,500","139,000","142,000","138,500","338.12K","1.80%"
"2019년 07월 04일","139,000","135,500","139,500","135,000","305.63K","2.21%"
"2019년 07월 03일","136,000","136,000","138,000","134,000","582.35K","-0.73%"
"2019년 07월 02일","137,000","139,500","140,000","136,500","444.55K","-2.84%"
"2019년 07월 01일","141,000","141,500","142,500","139,500","328.31K","0.71%"
"2019년 06월 30일","140,000","140,000","140,000","140,000","-","0.00%"
"2019년 06월 28일","140,000","140,000","141,000","139,000","273.93K","-0.36%"
"2019년 06월 27일","140,500","141,000","142,500","139,500","343.05K","-0.71%"
"2019년 06월 26일","141,500","141,000","142,000","140,000","239.18K","0.00%"
