"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 03월 23일","156,600","157,600","158,400","156,000","466.03K","-2.49%"
"2018년 03월 22일","160,600","159,800","161,000","159,600","313.96K","1.13%"
"2018년 03월 21일","158,800","159,000","159,600","158,400","369.32K","-0.13%"
"2018년 03월 20일","159,000","155,400","159,200","154,800","411.85K","1.27%"
"2018년 03월 19일","157,000","160,200","160,400","156,400","599.13K","-80.40%"
"2018년 03월 18일","801,000","801,000","801,000","801,000","-","400.00%"
"2018년 03월 16일","160,200","163,200","163,400","159,400","717.18K","-2.32%"
"2018년 03월 15일","164,000","162,600","164,800","161,400","331.81K","1.36%"
"2018년 03월 14일","161,800","162,600","162,800","160,200","376.11K","-1.34%"
"2018년 03월 13일","164,000","161,200","165,200","160,600","605.28K","1.74%"
"2018년 03월 12일","161,200","161,600","163,000","160,800","344.76K","0.50%"
"2018년 03월 09일","160,400","160,600","162,800","159,400","428.84K","0.38%"
"2018년 03월 08일","159,800","159,600","159,800","158,200","395.91K","0.50%"
"2018년 03월 07일","159,000","160,800","161,000","158,200","360.35K","-0.13%"
"2018년 03월 06일","159,200","157,200","160,000","156,400","382.31K","2.18%"
"2018년 03월 05일","155,800","157,200","158,000","155,800","395.02K","-80.18%"
"2018년 03월 04일","786,000","786,000","786,000","786,000","-","400.00%"
"2018년 03월 02일","157,200","158,800","160,000","154,400","985.85K","-80.42%"
"2018년 03월 01일","803,000","803,000","803,000","803,000","-","400.00%"
"2018년 02월 28일","160,600","161,600","163,600","160,400","924.41K","-0.12%"
"2018년 02월 27일","160,800","162,000","162,600","160,200","654.20K","-0.74%"
"2018년 02월 26일","162,000","166,800","166,800","161,600","612.16K","-2.29%"
"2018년 02월 23일","165,800","166,200","168,400","164,000","354.17K","0.24%"
"2018년 02월 22일","165,400","166,200","167,400","163,800","361.11K","-0.72%"
"2018년 02월 21일","166,600","162,000","167,200","161,800","707.20K","3.22%"
"2018년 02월 20일","161,400","163,600","163,600","160,800","335.85K","-1.59%"
"2018년 02월 19일","164,000","166,000","166,000","163,000","403.62K","1.11%"
"2018년 02월 14일","162,200","162,400","163,800","161,600","369.16K","0.75%"
"2018년 02월 13일","161,000","162,600","164,400","160,600","675.62K","0.63%"
"2018년 02월 12일","160,000","163,400","163,400","159,600","845.58K","-80.20%"
"2018년 02월 11일","808,000","808,000","808,000","808,000","-","400.00%"
"2018년 02월 09일","161,600","163,400","166,000","161,200","789.81K","-4.15%"
"2018년 02월 08일","168,600","172,000","172,000","168,400","512.69K","0.00%"
"2018년 02월 07일","168,600","174,000","174,400","168,000","478.60K","-0.94%"
"2018년 02월 06일","170,200","172,800","175,600","167,600","687.93K","-3.19%"
"2018년 02월 05일","175,800","181,000","181,000","175,400","484.56K","-80.57%"
"2018년 02월 04일","905,000","905,000","905,000","905,000","-","400.00%"
"2018년 02월 02일","181,000","186,000","186,400","180,400","410.47K","-1.95%"
"2018년 02월 01일","184,600","182,000","186,400","181,800","402.91K","1.43%"
"2018년 01월 31일","182,000","186,600","189,000","182,000","623.26K","-2.26%"
"2018년 01월 30일","186,200","185,600","190,000","184,600","495.34K","-0.11%"
"2018년 01월 29일","186,400","184,600","189,600","184,400","514.42K","-79.89%"
