"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 02월 06일","0.07426","0.07725","0.07748","0.07271","8.12M","-3.87%"
"2019년 02월 05일","0.07725","0.07881","0.07889","0.07653","5.23M","-1.97%"
"2019년 02월 04일","0.07881","0.08026","0.08102","0.07872","4.91M","-1.81%"
"2019년 02월 03일","0.08026","0.08315","0.08324","0.07846","5.72M","-3.47%"
"2019년 02월 02일","0.08315","0.08108","0.08359","0.08070","7.76M","2.54%"
"2019년 02월 01일","0.08108","0.08146","0.08377","0.07887","8.90M","-0.46%"
"2019년 01월 31일","0.08146","0.08534","0.08785","0.08119","9.56M","-4.55%"
"2019년 01월 30일","0.08534","0.08224","0.08812","0.08092","9.46M","3.78%"
"2019년 01월 29일","0.08224","0.08605","0.08650","0.08054","7.11M","-4.44%"
"2019년 01월 28일","0.08605","0.09435","0.09471","0.08342","11.40M","-8.79%"
"2019년 01월 27일","0.09435","0.09839","0.09843","0.09340","8.65M","-4.11%"
"2019년 01월 26일","0.09839","0.09956","0.10377","0.09687","5.95M","-1.18%"
"2019년 01월 25일","0.09956","0.10108","0.10108","0.09840","6.12M","-1.50%"
"2019년 01월 24일","0.10108","0.10081","0.10143","0.09918","5.22M","0.26%"
"2019년 01월 23일","0.10081","0.10221","0.10287","0.09905","6.54M","-1.37%"
"2019년 01월 22일","0.10221","0.10162","0.10318","0.09892","7.06M","0.58%"
"2019년 01월 21일","0.10162","0.10311","0.10334","0.10072","5.21M","-1.44%"
"2019년 01월 20일","0.10311","0.10661","0.10754","0.10134","6.29M","-3.28%"
"2019년 01월 19일","0.10661","0.10554","0.10921","0.10544","6.45M","1.01%"
"2019년 01월 18일","0.10554","0.10729","0.10761","0.10452","5.82M","-1.63%"
"2019년 01월 17일","0.10729","0.10547","0.10848","0.10332","5.11M","1.72%"
"2019년 01월 16일","0.10547","0.10396","0.10737","0.10373","6.15M","1.46%"
"2019년 01월 15일","0.10396","0.10751","0.10816","0.10275","6.22M","-3.30%"
"2019년 01월 14일","0.10751","0.10112","0.10885","0.10103","8.03M","6.32%"
