"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 05월 31일","186.87","187.22","188.23","186.14","27.48M","-0.34%"
"2018년 05월 30일","187.50","187.72","188.00","186.78","18.69M","-0.21%"
"2018년 05월 29일","187.90","187.60","188.75","186.87","22.51M","-0.36%"
"2018년 05월 25일","188.58","188.23","189.65","187.65","17.46M","0.23%"
"2018년 05월 24일","188.15","188.77","188.84","186.21","23.23M","-0.11%"
"2018년 05월 23일","188.36","186.35","188.50","185.76","20.06M","0.64%"
"2018년 05월 22일","187.16","188.38","188.88","186.78","15.24M","-0.25%"
"2018년 05월 21일","187.63","188.00","189.27","186.91","18.40M","0.71%"
"2018년 05월 18일","186.31","187.19","187.81","186.13","18.30M","-0.36%"
"2018년 05월 17일","186.99","188.00","188.91","186.36","17.29M","-0.63%"
"2018년 05월 16일","188.18","186.07","188.46","186.00","19.18M","0.93%"
"2018년 05월 15일","186.44","186.78","187.07","185.10","23.70M","-0.91%"
"2018년 05월 14일","188.15","189.01","189.53","187.86","20.78M","-0.23%"
"2018년 05월 11일","188.59","189.49","190.06","187.45","26.21M","-0.76%"
"2018년 05월 10일","190.04","187.74","190.37","187.65","27.99M","1.43%"
"2018년 05월 09일","187.36","186.55","187.40","185.22","23.21M","0.70%"
"2018년 05월 08일","186.05","184.99","186.22","183.66","28.40M","0.48%"
"2018년 05월 07일","185.16","185.18","187.67","184.75","42.45M","0.72%"
"2018년 05월 04일","183.83","178.25","184.25","178.17","56.20M","3.92%"
"2018년 05월 03일","176.89","175.88","177.50","174.44","34.07M","0.18%"
"2018년 05월 02일","176.57","175.22","177.75","173.80","66.54M","4.42%"
"2018년 05월 01일","169.10","166.41","169.20","165.27","53.57M","2.32%"
"2018년 04월 30일","165.26","162.13","167.26","161.84","42.43M","1.81%"
"2018년 04월 27일","162.32","164.00","164.33","160.63","35.66M","-1.16%"
"2018년 04월 26일","164.22","164.12","165.73","163.37","27.96M","0.35%"
"2018년 04월 25일","163.65","162.62","165.42","162.41","28.38M","0.44%"
"2018년 04월 24일","162.94","165.67","166.33","161.22","33.69M","-1.39%"
