,AED,AUD,BHD,CAD,CHF,CNH,DKK,EUR,GBP,HKD,IDR(100),JPY(100),KWD,MYR,NOK,NZD,SAR,SEK,SGD,THB,USD,BITCOIN,TETHER,KOSPI200,KOSDAQ,SAMSUNG,S&P500,DOWJONES,NASDAQ,MICROSOFT,APPLE,US_LIBOR,KOR_LIBOR,US_BOND_RATE_1YEARS,US_BOND_RATE_2YEARS,US_BOND_RATE_10YEARS,HYUNDAI_CAR,IEF_US,GLD_US,HSI,NAVER,SK_HYNIX,AMAZON,TESLA,NIKKEI,FTSE,ETHEREUM,ETHEREUM_CLASSIC,EOS,RIPPLE,STELLA
2018-07-20,307.96,831.94,2989.03,852.87,1131.94,167.19,176.76,1317.23,1472.31,144.11,7.81,1005.91,3732.72,278.38,137.4,762.88,301.63,126.96,825.6,825.6,1131.2,7339.4,1.1288588131084691,296.95,791.61,47450.0,2801.83,25058.12,7820.2,106.27,191.44,2.34156,1.69,2.394,2.595,2.895,127000.0,39.32,116.56,28224.48,154000.0,87900.0,1813.7,313.58,22697.88,7678.79,449.38,16.1163,7.8549,0.4449,0.26934
2018-07-23,308.94,843.72,3010.08,865.07,1144.76,166.71,178.79,1332.48,1491.58,144.57,7.84,1019.91,3744.6,279.4,139.05,773.71,302.59,128.27,833.68,833.68,1134.8,7723.0,1.2573620835712582,294.56,756.96,46500.0,2806.98,25044.29,7841.87,107.97,191.61,2.3353099999999998,1.68,2.407,2.633,2.96,129500.0,38.91,116.0,28256.12,154800.0,81700.0,1802.0,303.2,22396.99,7655.79,450.56,16.0605,7.9326,0.4456,0.2855
2018-07-24,307.23,832.83,2981.9,856.74,1136.34,166.58,177.07,1319.22,1478.62,143.79,7.79,1012.79,3723.93,277.75,137.64,765.41,300.91,127.31,826.47,826.47,1128.5,8407.0,1.3230953058056187,295.49,761.57,46150.0,2820.4,25241.94,7840.77,107.66,193.0,2.33488,1.68,2.4019999999999997,2.637,2.95,129500.0,38.14,116.04,28662.57,149000.0,83600.0,1829.24,297.43,22510.48,7709.05,479.88,16.6364,8.5956,0.458,0.302
2018-07-25,309.05,843.06,2999.6,862.97,1142.28,166.1,178.02,1326.48,1492.62,144.68,7.81,1020.63,3745.92,279.23,138.79,772.39,302.69,128.67,832.44,832.44,1135.2,8173.7,0.9966418815303782,294.85,748.89,46150.0,2846.07,25414.1,7932.24,110.83,194.82,2.33688,1.68,2.401,2.673,2.9730000000000003,130500.0,37.3,116.68,28920.9,149200.0,80500.0,1863.61,308.74,22614.25,7658.26,472.03,16.5107,8.5224,0.4594,0.33341
2018-07-26,306.96,840.21,2981.46,864.78,1137.68,165.52,177.52,1322.73,1487.68,143.71,7.8,1016.73,3726.66,278.02,138.63,771.15,300.64,128.79,829.96,829.96,1127.5,7937.0,0.9963116900401551,296.95,765.15,46900.0,2837.44,25527.07,7852.19,109.62,194.21,2.33888,1.68,2.412,2.69,2.9819999999999998,130000.0,38.05,115.77,28781.14,150200.0,83100.0,1808.0,306.65,22586.87,7663.17,462.75,16.6962,8.3039,0.4493,0.30865
2018-07-27,304.81,826.04,2960.57,856.36,1126.02,165.46,174.9,1303.1,1467.24,142.66,7.74,1006.52,3694.81,275.73,136.69,759.31,298.53,127.01,820.82,820.82,1119.6,8187.4,0.9987306856355108,297.78,773.98,46900.0,2818.82,25451.06,7737.42,107.68,190.98,2.34238,1.68,2.4090000000000003,2.678,2.958,129500.0,37.64,115.83,28804.28,150200.0,86100.0,1817.27,297.18,22712.75,7701.31,470.23,17.0322,8.4306,0.4557,0.31761
2018-07-30,304.92,829.02,2970.82,857.42,1126.76,164.48,175.31,1305.92,1468.32,142.71,7.77,1009.46,3696.49,275.69,136.8,761.38,298.64,126.79,822.44,822.44,1120.0,8177.1,0.9969980745654694,297.29,769.8,46500.0,2802.6,25306.83,7630.0,105.37,189.91,2.34313,1.68,2.414,2.665,2.975,130500.0,37.46,115.65,28733.13,146000.0,85900.0,1779.22,290.17,22544.84,7700.85,456.64,17.1385,7.7453,0.4459,0.29503
2018-07-31,304.02,827.31,2952.44,857.12,1130.09,163.32,175.53,1307.43,1466.9,142.28,7.75,1005.95,3686.57,275.22,137.3,762.26,297.76,127.59,820.47,820.47,1116.7,7729.4,0.9971535947443791,297.45,775.52,46250.0,2816.29,25415.19,7671.79,106.08,190.29,2.34856,1.68,2.417,2.674,2.9619999999999997,129500.0,37.87,115.99,28583.01,143200.0,86300.0,1777.44,298.14,22553.72,7748.76,431.5,16.1599,7.3235,0.4356,0.27881999999999996
2018-08-01,304.34,829.09,2955.3,858.77,1128.79,163.66,175.37,1306.71,1466.46,142.43,7.75,1000.22,3691.14,275.01,137.03,760.84,298.08,127.1,820.66,820.66,1117.9,7606.4,0.996511571975064,298.69,790.25,46550.0,2813.36,25333.82,7707.29,106.28,201.5,2.34825,1.68,2.432,2.682,3.005,128500.0,37.64,115.14,28340.74,145600.0,85600.0,1797.17,300.84,22746.7,7652.91,420.3,15.4618,7.2206,0.447,0.27688
2018-08-02,304.72,828.95,2959.78,861.17,1128.61,163.85,175.19,1305.5,1469.31,142.62,7.75,1002.51,3697.72,275.28,136.96,760.68,298.45,127.12,821.78,821.78,1119.3,7535.6,1.0000444530146089,293.55,781.38,45550.0,2827.22,25326.16,7802.69,107.57,207.39,2.3405,1.68,2.4219999999999997,2.665,2.986,125500.0,37.48,114.52,27714.56,145600.0,83200.0,1834.33,349.54,22512.53,7575.93,411.0,14.9273,7.0189,0.4303,0.26027
2018-08-03,305.62,826.57,2969.29,862.28,1127.84,164.44,174.57,1301.04,1461.4,143.01,7.76,1005.6,3707.64,275.42,136.24,756.41,299.33,126.29,820.13,820.13,1122.6,7419.0,0.9978966664958394,295.61,788.81,45750.0,2840.35,25462.58,7812.02,108.04,207.99,2.343,1.68,2.419,2.645,2.951,124000.0,37.51,114.92,27676.32,146200.0,83300.0,1823.29,348.17,22525.18,7659.1,417.58,16.5237,7.179,0.441,0.25694
2018-08-06,307.12,834.46,2992.31,866.97,1134.4,163.88,175.05,1304.76,1467.09,143.73,7.78,1014.16,3723.96,276.33,136.63,760.85,300.8,126.42,825.18,825.18,1128.1,6943.6,0.9507164861273689,295.24,781.41,45800.0,2850.4,25502.18,7859.68,108.13,209.07,2.34325,1.68,2.418,2.6489999999999996,2.945,124500.0,37.62,114.33,27819.56,147000.0,79400.0,1847.75,341.99,22507.32,7663.78,405.4,18.7144,7.0517,0.4124,0.23310999999999998
2018-08-07,305.87,829.99,2971.67,864.13,1127.79,164.22,174.25,1298.65,1454.48,143.13,7.76,1009.07,3711.72,275.4,136.2,756.12,299.57,125.69,821.0,821.0,1123.5,6724.9,1.078959814899178,297.18,784.7,46700.0,2858.45,25628.91,7883.66,108.88,207.11,2.34144,1.67,2.426,2.674,2.977,125000.0,38.26,114.59,28248.88,148800.0,80700.0,1862.48,379.57,22662.74,7718.48,378.25,17.274,6.5665,0.3783,0.22805
2018-08-08,306.47,835.49,2984.75,861.94,1130.85,163.97,175.2,1305.7,1456.77,143.41,7.8,1010.82,3716.04,276.14,137.23,758.38,300.16,126.3,825.32,825.32,1125.7,6283.6,0.9813234556501352,297.19,783.81,46800.0,2857.7,25583.75,7888.33,109.49,207.25,2.3405,1.67,2.426,2.674,2.964,127500.0,38.01,114.91,28359.14,150000.0,79800.0,1886.52,370.34,22644.31,7776.65,355.44,15.1064,5.5782,0.3316,0.19716
2018-08-09,304.59,831.44,2964.18,859.46,1126.63,163.96,174.26,1299.09,1441.46,142.54,7.75,1008.84,3692.53,274.52,136.15,750.83,298.32,124.97,820.9,820.9,1118.8,6538.8,1.1122108742547594,297.41,789.48,46900.0,2853.58,25509.23,7891.78,109.67,208.88,2.338,1.67,2.421,2.6489999999999996,2.929,126000.0,38.35,114.74,28607.3,155800.0,78000.0,1898.52,352.45,22598.39,7741.77,363.34,15.0107,5.7579,0.3434,0.22078000000000003
2018-08-10,304.34,823.61,2962.11,856.6,1124.31,163.78,172.71,1287.6,1433.32,142.41,7.76,1005.62,3690.29,274.3,134.3,737.98,298.08,123.99,816.94,816.94,1117.9,6152.3,0.9979278032834108,293.64,784.81,45400.0,2833.28,25313.14,7839.11,109.0,207.53,2.31925,1.66,2.399,2.608,2.873,126000.0,37.96,114.69,28366.62,154200.0,75100.0,1886.3,355.49,22298.08,7667.01,331.81,14.2177,5.2435,0.3185,0.22205999999999998
2018-08-13,306.63,821.58,2985.55,857.09,1133.33,164.36,172.29,1284.26,1438.34,143.49,7.78,1018.22,3714.71,275.72,134.66,742.34,300.32,123.24,820.02,820.02,1126.3,6255.3,0.9742569347564078,289.85,755.65,45050.0,2821.93,25187.7,7819.71,108.21,208.87,2.31375,1.66,2.407,2.612,2.877,123500.0,36.86,112.96,27936.57,151000.0,75400.0,1896.2,356.41,21857.43,7642.45,284.01,11.9126,4.5806,0.2744,0.22188000000000002
2018-08-14,308.65,824.37,3005.17,863.64,1141.35,164.78,173.48,1293.04,1447.11,144.42,7.77,1024.3,3739.12,277.02,135.49,745.75,302.28,124.31,824.0,824.0,1133.7,6190.2,0.9890205954407734,291.08,761.94,45150.0,2839.96,25299.92,7870.89,109.56,209.75,2.3151900000000003,1.66,2.412,2.641,2.9,123000.0,37.26,113.07,27752.93,151400.0,75900.0,1919.65,347.64,22356.08,7611.64,278.19,11.7598,4.5737,0.2729,0.2168
2018-08-16,308.21,819.3,3002.12,861.4,1139.51,164.26,172.27,1284.25,1437.26,144.22,7.75,1023.41,3731.99,275.89,133.86,742.66,301.84,122.94,820.36,820.36,1132.1,6306.7,1.0000759377722463,288.24,761.18,44250.0,2840.69,25558.73,7806.52,107.64,213.32,2.32225,1.66,2.447,2.62,2.87,126500.0,37.3,111.1,27100.06,150000.0,74700.0,1886.52,335.45,22192.04,7556.38,286.76,13.8871,4.515,0.2917,0.21466
2018-08-17,307.83,821.0,2998.41,859.29,1133.93,163.53,172.47,1285.89,1437.35,144.04,7.74,1019.02,3727.38,275.44,133.3,744.79,301.47,123.02,822.24,822.24,1130.7,6581.7,0.9868326443137994,288.57,772.3,44100.0,2850.13,25669.32,7816.33,107.58,217.58,2.31188,1.66,2.436,2.612,2.864,126500.0,37.35,112.13,27213.41,151000.0,74500.0,1882.22,305.5,22270.38,7558.59,316.9,14.4612,5.5812,0.3675,0.23881999999999998
2018-08-20,306.46,822.87,2984.88,861.84,1130.86,163.77,172.63,1287.35,1434.8,143.4,7.7,1018.5,3710.69,274.1,133.21,745.94,300.11,122.97,821.1,821.1,1125.6,6268.1,1.0003604972572533,288.61,769.78,43850.0,2857.05,25758.69,7821.01,106.87,215.46,2.30963,1.66,2.425,2.5869999999999997,2.819,127500.0,37.48,112.69,27598.02,151000.0,74700.0,1876.71,308.44,22199.0,7591.26,271.08,12.4084,4.705,0.3148,0.21264
2018-08-21,305.38,823.94,2974.54,860.3,1132.34,163.88,172.82,1289.06,1435.44,142.9,7.69,1020.14,3697.71,273.55,132.93,745.48,299.07,122.61,819.33,819.33,1121.7,6482.2,1.0017850614180557,291.93,787.15,44800.0,2862.96,25822.29,7859.17,105.98,215.04,2.31025,1.66,2.4330000000000003,2.608,2.842,125500.0,38.88,113.02,27752.79,149400.0,78400.0,1883.42,321.9,22219.73,7565.7,280.9,12.7433,4.9027,0.3332,0.21966999999999998
2018-08-22,304.43,822.94,2965.26,857.52,1135.75,163.64,173.54,1294.32,1442.93,142.45,7.67,1015.58,3687.02,272.9,133.09,749.98,298.13,122.96,818.95,818.95,1118.2,6359.6,1.0022845116819183,293.0,785.95,46100.0,2861.82,25733.6,7889.1,107.06,215.05,2.31175,1.66,2.425,2.595,2.821,126000.0,38.42,113.27,27927.58,149400.0,79800.0,1904.9,321.64,22362.55,7574.24,269.84,12.2149,4.7036,0.3185,0.20819000000000001
2018-08-23,304.56,822.08,2965.8,861.0,1138.34,163.64,173.93,1297.3,1444.86,142.52,7.67,1011.94,3692.93,273.02,134.08,749.53,298.27,123.51,818.81,818.81,1118.7,6521.2,0.9999428969328548,294.29,791.28,46200.0,2856.98,25656.98,7878.46,107.56,215.49,2.3113799999999998,1.66,2.428,2.62,2.8280000000000003,124500.0,37.99,112.2,27790.46,154400.0,81100.0,1902.9,320.1,22410.82,7563.22,276.12,12.4907,4.8999,0.3259,0.21641
2018-08-24,305.13,812.3,2971.37,856.13,1136.25,163.29,173.4,1293.52,1435.97,142.78,7.66,1006.51,3697.91,273.03,133.63,743.43,298.83,122.58,815.84,815.84,1120.8,6680.4,1.0032344521602297,295.54,798.23,46150.0,2874.69,25790.35,7945.98,108.4,216.16,2.31725,1.66,2.4330000000000003,2.6239999999999997,2.813,124500.0,37.95,114.16,27671.87,151600.0,81800.0,1905.39,322.82,22601.77,7577.49,281.29,12.5424,5.0442,0.3266,0.21836
2018-08-28,303.36,818.73,2954.14,859.67,1137.27,163.76,174.52,1301.56,1436.5,141.95,7.62,1002.47,3678.89,271.78,133.86,746.36,297.1,122.55,817.83,817.83,1114.3,7074.6,1.0049770910822666,297.22,798.17,46550.0,2897.52,26064.02,8030.04,110.26,219.7,2.31475,1.66,2.456,2.6689999999999996,2.884,125000.0,38.21,113.68,28351.62,151200.0,82400.0,1932.82,311.86,22813.47,7617.22,295.62,13.1938,5.9102,0.3511,0.23508
2018-08-29,302.19,814.57,2942.74,858.54,1136.6,163.13,174.08,1298.09,1428.74,141.4,7.59,998.47,3667.6,270.96,133.08,745.03,295.97,121.52,813.69,813.69,1110.0,7029.1,1.0044181368049123,298.05,803.18,46800.0,2914.04,26124.57,8109.69,112.02,222.98,2.31263,1.66,2.461,2.682,2.886,124000.0,38.13,114.2,28416.44,149600.0,82800.0,1998.1,305.01,22848.22,7563.21,288.42,13.0397,6.1371,0.3443,0.22578
2018-08-30,301.87,810.31,2939.55,858.74,1142.33,162.85,174.07,1298.02,1444.16,141.27,7.57,992.35,3663.64,270.01,133.07,744.0,295.63,121.34,812.55,812.55,1108.8,6993.7,1.003258736993496,298.05,804.47,47650.0,2901.13,25986.92,8088.36,111.95,225.03,2.32125,1.66,2.45,2.653,2.859,123500.0,37.72,113.64,28164.05,149200.0,82700.0,2002.38,303.15,22869.5,7516.03,283.97,12.825,6.0742,0.3345,0.22213000000000002
2018-08-31,301.87,805.38,2939.55,854.01,1144.45,162.29,173.43,1293.19,1442.38,141.26,7.55,998.65,3663.03,269.81,132.8,737.63,295.63,121.56,810.85,810.85,1108.8,7033.8,0.9997843215537942,300.07,816.97,48450.0,2901.52,25964.82,8109.54,112.33,227.63,2.32075,1.66,2.455,2.6289999999999996,2.86,125000.0,37.71,113.51,27888.55,150400.0,83000.0,2012.71,301.66,22865.15,7432.42,281.94,12.737,6.4126,0.3351,0.22146999999999997
2018-09-04,303.15,802.89,2952.01,850.65,1148.94,162.73,173.53,1293.5,1433.13,141.86,7.52,1002.39,3678.56,269.65,133.25,735.13,296.88,122.41,811.83,811.83,1113.5,7377.5,0.997555937657755,298.8,827.27,47650.0,2896.72,25952.48,8091.25,111.71,228.36,2.32275,1.66,2.479,2.653,2.898,126500.0,37.79,112.93,27973.34,151000.0,81200.0,2039.51,288.95,22696.9,7457.86,285.17,13.9795,6.4807,0.3309,0.23174
2018-09-05,303.34,800.16,2954.42,845.56,1143.83,163.1,173.13,1290.63,1432.53,141.95,7.46,999.46,3678.44,269.16,132.74,729.8,297.05,122.61,810.15,810.15,1114.2,6706.8,0.998959522651822,294.96,820.0,46600.0,2888.6,25974.99,7995.17,108.49,226.87,2.31681,1.65,2.476,2.653,2.904,129000.0,38.14,113.32,27243.85,147200.0,80000.0,1994.82,280.74,22580.83,7383.28,228.77,11.7749,5.1513,0.2786,0.20323
2018-09-06,304.26,803.72,2963.43,848.34,1150.39,162.97,174.38,1300.05,1442.99,142.39,7.48,1002.42,3689.67,269.43,133.03,736.67,297.95,123.42,812.71,812.71,1117.6,6514.0,0.9927298764326596,294.28,815.18,46100.0,2878.05,25995.87,7922.73,108.74,223.1,2.32706,1.65,2.476,2.641,2.878,134000.0,37.9,113.54,26974.82,146000.0,78800.0,1958.31,280.95,22487.94,7318.96,229.6,11.9796,5.2319,0.3018,0.20805
2018-09-07,305.24,807.1,2972.98,852.46,1161.62,163.66,174.8,1303.34,1449.6,142.84,7.53,1013.15,3701.55,270.53,133.13,739.04,298.93,123.1,815.83,815.83,1121.2,6390.9,0.99971956288516,292.86,818.86,44900.0,2871.68,25916.54,7902.54,108.21,221.3,2.33125,1.65,2.512,2.707,2.9389999999999996,133000.0,37.23,113.23,26973.47,146400.0,75900.0,1952.07,263.24,22307.06,7277.7,215.6,11.5904,5.0576,0.2871,0.20590999999999998
2018-09-10,305.77,798.41,2978.02,852.48,1159.21,164.12,174.02,1297.85,1451.66,143.08,7.58,1012.03,3707.82,270.95,132.89,733.44,299.44,124.04,814.73,814.73,1123.1,6321.0,1.0019226771600194,293.7,816.16,45500.0,2877.13,25857.07,7924.16,109.38,218.33,2.33425,1.65,2.512,2.715,2.935,131000.0,37.51,113.15,26613.42,145000.0,76500.0,1939.01,285.5,22373.09,7279.3,197.04,11.3126,5.0312,0.2696,0.1904
2018-09-11,307.12,802.36,2991.91,857.35,1157.44,164.15,175.38,1307.41,1469.8,143.71,7.59,1014.98,3724.33,272.16,134.47,735.92,300.75,124.39,818.06,818.06,1128.1,6293.9,0.9987512506699776,292.46,820.23,45050.0,2887.89,25971.06,7972.47,111.24,223.85,2.33425,1.65,2.522,2.748,2.9810000000000003,128000.0,37.84,113.22,26422.55,145200.0,76600.0,1987.15,279.44,22664.69,7273.54,185.07,11.2641,4.986,0.2628,0.19984000000000002
2018-09-12,306.77,802.45,2988.46,863.51,1158.54,164.1,175.27,1307.43,1467.26,143.55,7.58,1009.54,3719.43,271.85,135.41,735.01,300.42,124.6,819.16,819.16,1126.8,6338.0,0.9996731784805308,292.35,826.33,44550.0,2888.92,25998.92,7954.23,111.71,221.07,2.3315,1.65,2.5469999999999997,2.752,2.965,129500.0,38.16,114.17,26345.04,146000.0,75100.0,1990.0,290.54,22604.61,7313.36,182.98,10.686,4.9413,0.2696,0.19672
2018-09-13,306.91,808.44,2989.39,867.12,1161.87,163.72,175.74,1310.99,1470.73,143.63,7.6,1013.39,3720.83,272.03,136.53,739.62,300.54,125.53,821.38,821.38,1127.3,6482.9,0.9994016798600666,292.42,830.95,44050.0,2904.18,26145.99,8013.71,112.91,226.41,2.33413,1.66,2.552,2.761,2.9739999999999998,128500.0,37.73,113.76,27014.49,144600.0,74500.0,1989.87,289.46,22821.32,7281.57,211.0,11.1046,5.3808,0.2793,0.20565999999999998
2018-09-14,305.24,805.97,2973.22,862.53,1160.54,163.67,175.71,1310.74,1469.73,142.87,7.56,1000.94,3701.55,270.53,136.45,737.41,298.93,125.25,818.19,818.19,1121.2,6483.7,0.9993476701112308,297.29,834.91,45850.0,2904.98,26154.67,8010.04,113.37,223.84,2.3371299999999997,1.66,2.562,2.786,2.9989999999999997,129500.0,37.92,113.02,27286.41,146000.0,77700.0,1970.19,295.2,23094.67,7304.04,209.98,10.9617,5.2312,0.2758,0.20106
2018-09-18,306.6,806.02,2986.87,862.69,1170.02,163.88,176.21,1314.61,1481.29,143.56,7.57,1008.15,3717.32,272.13,137.71,740.25,300.28,126.29,819.86,819.86,1126.2,6342.0,1.000104078076608,296.1,831.85,45500.0,2904.31,26246.96,7956.11,113.21,218.24,2.3375,1.67,2.572,2.807,3.057,128000.0,37.76,113.44,27084.66,145000.0,78000.0,1941.05,284.96,23420.54,7300.23,209.03,10.5793,5.0669,0.319,0.20788
2018-09-19,306.63,814.09,2987.14,868.32,1168.48,163.83,176.31,1315.18,1482.89,143.6,7.58,1002.49,3718.02,271.89,138.2,742.12,300.31,126.53,822.21,822.21,1126.3,6390.4,0.9992801326335784,296.64,826.91,46150.0,2907.95,26405.76,7950.04,111.7,218.37,2.35338,1.67,2.575,2.795,3.0660000000000003,126500.0,37.52,113.88,27407.37,146200.0,78800.0,1926.42,299.02,23672.52,7331.12,209.74,10.774,5.2355,0.3266,0.20581
2018-09-20,305.73,815.52,2978.38,869.06,1160.78,163.86,175.67,1310.82,1475.85,143.14,7.55,1000.04,3708.72,271.06,137.71,745.56,299.42,126.58,820.1,820.1,1123.0,6489.2,1.0005638252522986,299.04,821.13,47250.0,2930.75,26656.98,8028.23,113.57,220.03,2.36638,1.68,2.575,2.8080000000000003,3.0639999999999996,129000.0,37.26,114.27,27477.67,146200.0,79100.0,1944.3,298.33,23674.93,7367.32,224.42,11.146,5.7518,0.4481,0.2314
2018-09-21,304.89,816.46,2970.16,868.07,1167.9,163.36,176.89,1319.24,1486.56,142.8,7.54,995.73,3701.17,270.67,137.47,749.44,298.6,127.66,820.8,820.8,1119.9,6766.7,1.001529270525077,300.81,827.84,47400.0,2929.67,26743.5,7986.95,114.26,217.66,2.37263,1.69,2.574,2.804,3.0669999999999997,129000.0,37.02,113.49,27953.58,145000.0,76700.0,1915.01,299.1,23869.93,7490.23,247.92,11.7011,6.1917,0.5645,0.24816999999999997
2018-09-27,303.99,810.71,2961.88,856.49,1156.62,163.34,175.91,1312.01,1470.62,142.92,7.49,990.2,3687.7,269.68,137.8,743.43,297.74,126.83,817.45,817.45,1116.6,6689.2,1.0003591967531758,302.59,833.01,47500.0,2914.0,26439.93,8041.97,114.41,224.95,2.396,1.69,2.577,2.8310000000000004,3.055,130500.0,35.59,112.05,27715.67,142600.0,75000.0,2012.98,307.52,23796.74,7545.44,229.15,11.4389,5.8234,0.5436,0.25916
2018-09-28,302.94,801.42,2951.54,853.49,1138.84,161.78,173.62,1294.57,1454.74,142.37,7.46,981.17,3674.82,268.67,136.42,735.72,296.7,125.68,813.14,813.14,1112.7,6636.0,1.001127280540107,300.51,822.27,46450.0,2913.98,26458.31,8046.35,114.37,225.74,2.39838,1.71,2.571,2.823,3.065,129500.0,35.34,112.76,27788.52,143200.0,73100.0,2003.0,264.77,24120.04,7510.2,221.77,11.2487,5.7638,0.5402,0.25448000000000004
2018-10-02,302.44,802.51,2945.9,867.28,1129.08,161.36,172.48,1286.03,1449.0,141.92,7.45,974.43,3668.88,268.33,136.26,733.19,296.22,124.12,809.55,809.55,1110.9,6549.9,0.9990141419784628,296.53,794.99,45700.0,2923.43,26773.94,7999.55,115.15,229.28,2.4075,1.72,2.5810000000000004,2.815,3.0610000000000004,128500.0,35.19,113.87,27126.38,137800.0,71700.0,1971.31,301.02,24270.62,7474.55,225.84,11.1026,5.6204,0.5178,0.24729
2018-10-04,303.94,793.03,2961.59,867.44,1126.03,162.13,171.93,1282.02,1445.4,142.44,7.41,975.15,3674.91,269.73,135.7,726.72,297.7,123.27,808.84,808.84,1116.4,6584.2,0.9994139264603008,291.78,789.0,44700.0,2901.61,26627.48,7879.51,112.79,227.99,2.40963,1.72,2.615,2.872,3.187,124500.0,34.14,113.48,26623.87,139000.0,70000.0,1909.42,281.83,23975.62,7418.34,222.57,11.2468,5.7983,0.5288,0.2437
2018-10-05,307.18,798.55,2993.16,873.2,1137.92,163.46,174.26,1299.52,1469.39,144.01,7.44,990.87,3726.34,272.08,136.79,730.91,300.87,124.57,817.13,817.13,1128.3,6639.1,1.0000079556124415,291.28,773.7,44700.0,2885.57,26447.05,7788.45,112.13,224.29,2.40806,1.72,2.62,2.889,3.233,124500.0,33.92,113.8,26572.57,140800.0,70300.0,1889.65,261.95,23783.72,7318.54,228.34,11.1337,5.8242,0.5218,0.24678000000000003
2018-10-12,311.04,814.09,3030.83,877.23,1154.16,164.64,177.51,1324.39,1511.87,145.83,7.5,1018.91,3773.12,274.71,139.1,745.94,304.65,127.3,830.34,830.34,1142.5,6291.3,0.9986056931211404,279.37,731.5,44000.0,2767.13,25339.99,7496.89,109.57,222.11,2.43644,1.74,2.6460000000000004,2.861,3.167,115500.0,32.04,115.23,25801.49,142000.0,72400.0,1788.61,258.78,22694.66,6995.91,196.7,9.2816,5.2039,0.4207,0.21611
2018-10-15,308.54,805.72,3006.02,870.36,1143.42,164.43,175.48,1309.13,1485.13,144.65,7.45,1010.21,3742.73,272.79,138.66,736.59,302.19,126.32,822.07,822.07,1133.3,6699.8,0.9960227568625548,277.19,718.87,43800.0,2750.79,25250.55,7430.74,107.6,217.36,2.44881,1.75,2.665,2.8569999999999998,3.156,113500.0,31.99,116.0,25445.06,136000.0,70300.0,1760.95,259.59,22271.3,7029.22,214.26,9.8739,5.5985,0.4612,0.22845
2018-10-16,308.56,808.74,3006.53,872.72,1148.27,163.9,175.96,1312.87,1491.04,144.67,7.45,1013.82,3739.36,272.71,139.08,745.21,302.01,126.62,823.72,823.72,1133.4,6705.3,0.9855572887575764,276.9,731.5,43600.0,2809.92,25798.42,7645.49,111.0,222.15,2.44456,1.75,2.657,2.87,3.1630000000000003,116500.0,32.69,115.8,25462.26,133500.0,69700.0,1819.96,276.59,22549.24,7059.4,215.06,9.7663,5.5831,0.4841,0.23559000000000002
2018-10-18,306.28,799.59,2984.24,863.72,1129.74,162.55,173.44,1293.92,1473.69,143.51,7.42,998.89,3712.87,271.02,136.95,735.64,299.87,125.48,816.22,816.22,1125.0,6574.1,0.9886988229992332,277.48,731.34,44050.0,2768.78,25379.45,7485.14,108.5,216.02,2.469,1.77,2.662,2.8739999999999997,3.177,116000.0,31.32,115.92,25454.55,125000.0,68700.0,1770.72,263.91,22658.16,7026.99,206.58,9.9499,5.4619,0.4687,0.24491999999999997
2018-10-19,308.37,803.86,3004.32,865.9,1137.32,163.29,173.93,1297.56,1474.48,144.49,7.45,1009.4,3734.5,272.49,136.85,740.15,301.87,125.29,819.83,819.83,1132.6,6512.0,0.9876486143829238,278.63,740.48,43900.0,2767.78,25444.34,7449.03,108.66,219.31,2.4771900000000002,1.77,2.667,2.908,3.196,115500.0,30.52,116.01,25561.4,127500.0,70800.0,1764.03,260.0,22532.08,7049.8,204.97,9.8425,5.4053,0.461,0.24964
2018-10-22,308.82,806.88,3008.35,865.25,1138.23,163.41,175.03,1305.86,1482.02,144.67,7.47,1008.67,3739.0,272.77,137.9,748.18,302.32,126.18,823.54,823.54,1134.3,6555.8,0.9929724619922892,279.4,744.15,43550.0,2755.88,25317.41,7468.63,109.63,220.65,2.48738,1.78,2.6660000000000004,2.912,3.2,118000.0,29.9,115.71,26153.15,129000.0,70000.0,1789.3,260.95,22614.82,7042.8,206.77,10.0777,5.4699,0.4615,0.24761999999999998
2018-10-23,307.88,800.56,2999.34,863.25,1134.99,163.22,173.79,1296.63,1466.49,144.26,7.45,1002.35,3727.42,271.82,137.02,741.53,301.42,125.69,819.58,819.58,1130.9,6528.7,0.9940662171492828,272.54,719.0,43050.0,2740.69,25191.43,7437.54,108.1,222.73,2.48988,1.79,2.653,2.883,3.1710000000000003,116500.0,30.51,116.39,25346.55,125500.0,69100.0,1768.7,294.14,22010.78,6955.21,205.68,9.9378,5.4856,0.47,0.24556
2018-10-24,309.22,804.6,3012.33,868.15,1141.91,163.51,174.63,1302.93,1474.72,144.9,7.48,1010.32,3743.57,272.8,137.04,743.84,302.73,125.85,823.73,823.73,1135.8,6530.7,0.9904537116835976,271.36,699.3,42550.0,2656.1,24583.42,7108.4,102.32,215.09,2.508,1.79,2.637,2.843,3.111,117000.0,29.65,116.66,25249.78,127000.0,66700.0,1664.2,288.5,22091.18,6962.98,205.12,9.7775,5.4386,0.4642,0.24128000000000002
2018-10-25,308.24,799.96,3003.1,868.02,1135.38,162.99,172.97,1290.54,1458.95,144.4,7.45,1009.95,3730.48,271.74,135.67,737.74,301.8,124.17,819.66,819.66,1132.2,6507.0,0.9916839064637224,266.72,686.84,41000.0,2705.57,24984.55,7318.34,108.3,219.8,2.50925,1.8,2.648,2.855,3.1260000000000003,110000.0,30.45,116.4,24994.46,119000.0,64700.0,1782.17,314.86,21268.73,7004.1,204.11,10.0302,5.4331,0.4641,0.23883000000000001
