,AED,AUD,BHD,CAD,CHF,CNH,DKK,EUR,GBP,HKD,IDR(100),JPY(100),KWD,MYR,NOK,NZD,SAR,SEK,SGD,THB,USD,BITCOIN,TETHER,KOSPI200,KOSDAQ,SAMSUNG,S&P500,DOWJONES,NASDAQ,MICROSOFT,APPLE,US_LIBOR,KOR_LIBOR,US_BOND_RATE_1YEARS,US_BOND_RATE_2YEARS,US_BOND_RATE_10YEARS,HYUNDAI_CAR,IEF_US,GLD_US,HSI,NAVER,SK_HYNIX,AMAZON,TESLA,NIKKEI,FTSE,ETHEREUM,ETHEREUM_CLASSIC,EOS,RIPPLE,STELLA
2019-11-08,315.97,800.18,3078.43,881.08,1166.55,165.41,171.63,1282.52,1487.25,148.3,8.29,1062.09,3821.66,281.43,127.41,738.84,309.48,120.51,855.11,855.11,1160.6,8778.2,1.000275803384353,283.13,664.6,52100.0,3093.08,27681.24,8475.31,145.96,260.14,1.9006299999999998,1.46,1.581,1.68,1.945,124000.0,43.91,137.39,27651.14,163500.0,82300.0,1785.88,337.14,23391.87,7359.38,184.03,4.9869,3.4111,0.2755,0.07116
2019-11-11,314.74,792.85,3066.42,874.01,1158.94,165.63,170.51,1274.08,1478.77,147.7,8.25,1058.46,3804.59,279.69,126.54,731.93,308.26,119.18,850.23,850.23,1156.1,8736.9,1.0000709158468637,280.85,661.37,51600.0,3087.01,27691.49,8464.28,146.11,262.2,1.9046299999999998,1.47,1.584,1.676,1.923,123500.0,44.58,137.06,26926.55,163000.0,81300.0,1771.65,345.09,23331.84,7328.54,185.09,4.8917,3.4371,0.2741,0.08002000000000001
2019-11-12,316.16,795.43,3080.21,877.61,1169.19,165.93,171.48,1281.38,1492.68,148.39,8.26,1064.88,3822.83,280.27,127.12,738.94,309.66,119.77,853.4,853.4,1161.3,8812.6,0.9994984745910022,283.65,665.14,52600.0,3091.84,27691.49,8486.09,147.07,261.96,1.90925,1.47,1.584,1.662,1.9280000000000002,125500.0,44.85,137.43,27065.28,162000.0,83200.0,1778.0,349.93,23520.01,7365.44,186.99,4.9068,3.4801,0.2722,0.07606
2019-11-13,316.76,796.01,3086.04,879.27,1171.82,166.18,171.47,1281.25,1494.98,148.64,8.28,1067.68,3829.19,280.87,126.98,736.79,310.25,119.79,854.1,854.1,1163.5,8783.1,1.0012810737573243,281.28,661.85,52500.0,3094.04,27783.59,8482.1,147.31,264.47,1.90988,1.48,1.5659999999999998,1.646,1.891,124500.0,45.07,137.98,26571.46,158000.0,83400.0,1753.11,346.11,23319.87,7351.21,188.36,4.8493,3.469,0.2721,0.07535
2019-11-14,317.9,798.46,3096.84,881.04,1179.81,166.32,172.02,1285.41,1500.83,149.15,8.29,1073.41,3843.32,281.11,127.14,749.07,311.34,120.0,857.02,857.02,1167.6,8661.2,0.998931914108456,283.93,663.31,52800.0,3096.63,27781.96,8479.02,148.06,262.64,1.9041299999999999,1.48,1.5530000000000002,1.591,1.8219999999999998,124500.0,45.32,138.56,26323.69,180000.0,83400.0,1754.6,349.35,23141.55,7292.76,185.25,4.7532,3.3959,0.2682,0.07418999999999999
2019-11-15,318.64,794.17,3104.1,883.62,1184.44,166.67,172.64,1289.96,1507.77,149.52,8.31,1079.75,3852.66,281.52,127.67,746.54,312.09,120.89,859.29,859.29,1170.4,8476.3,0.999099658675007,287.29,668.51,53700.0,3120.46,28004.89,8540.83,149.97,265.76,1.9026299999999998,1.49,1.547,1.614,1.8359999999999999,125500.0,44.91,138.21,26326.66,173500.0,85200.0,1739.49,352.17,23303.32,7302.94,180.19,4.5938,3.3312,0.2607,0.07207000000000001
2019-11-18,317.52,794.78,3093.55,882.12,1178.62,166.36,172.51,1289.05,1506.86,149.04,8.29,1072.61,3840.05,280.83,128.36,746.55,310.99,121.05,857.42,857.42,1166.3,8208.4,1.0011515104296584,287.18,669.34,53500.0,3122.03,28036.22,8549.94,150.34,267.1,1.8985,1.49,1.545,1.6,1.815,126000.0,45.37,138.62,26681.09,178500.0,85500.0,1752.53,349.99,23416.76,7307.7,178.5,4.4123,3.1832,0.2518,0.06702000000000001
2019-11-19,317.03,792.62,3088.45,881.86,1176.92,165.97,172.56,1289.39,1508.14,148.76,8.27,1071.45,3834.38,280.23,127.75,744.87,310.52,120.8,855.84,855.84,1164.5,8145.7,1.000052818274053,286.23,662.53,53500.0,3120.18,27934.02,8570.66,150.39,266.29,1.89463,1.49,1.5419999999999998,1.6,1.786,125000.0,45.05,138.69,27093.8,170500.0,85300.0,1752.79,359.52,23292.65,7323.8,176.09,4.3829,3.1201,0.2537,0.06484
2019-11-20,318.15,797.28,3099.32,880.83,1180.11,166.25,173.24,1294.52,1510.71,149.31,8.29,1077.8,3849.14,281.08,127.96,751.29,311.61,121.29,858.41,858.41,1168.6,8099.3,1.000323876977184,282.21,649.87,52000.0,3108.46,27821.09,8526.73,149.62,263.19,1.89875,1.5,1.5319999999999998,1.5819999999999999,1.7469999999999999,124500.0,45.13,138.76,26889.61,169500.0,82700.0,1745.53,352.22,23148.57,7262.49,174.96,4.3378,3.081,0.2502,0.06398999999999999
2019-11-21,318.55,795.43,3103.3,879.25,1181.32,166.37,173.45,1296.18,1512.41,149.54,8.3,1078.53,3854.08,280.9,128.12,750.68,312.01,121.41,859.2,859.2,1170.1,7627.9,1.0002618157872445,278.28,635.99,51000.0,3103.54,27766.29,8506.21,149.48,262.01,1.9095,1.5,1.55,1.609,1.776,124500.0,44.71,138.0,26466.88,170000.0,80900.0,1734.71,354.83,23038.58,7238.55,161.46,4.1818,2.8188,0.2433,0.06072
2019-11-22,320.3,798.55,3120.28,885.99,1184.91,167.05,174.16,1301.44,1519.27,150.44,8.35,1083.43,3874.78,282.17,128.54,753.02,313.72,122.26,863.14,863.14,1176.5,7272.5,1.0009951736422351,279.43,633.92,51600.0,3110.29,27875.62,8519.89,149.59,261.78,1.91725,1.51,1.565,1.626,1.771,123500.0,44.74,137.74,26595.08,167500.0,81700.0,1745.72,333.04,23112.88,7326.81,149.8,3.8636,2.6249,0.23,0.05934
2019-11-25,320.65,799.61,3124.06,885.6,1180.34,167.47,173.71,1298.11,1512.94,150.51,8.36,1083.48,3877.28,282.28,128.52,754.97,314.08,122.32,863.24,863.24,1177.8,7115.6,0.999942842993108,282.19,647.4,51800.0,3133.64,28066.47,8632.49,151.23,266.37,1.9186299999999998,1.51,1.578,1.611,1.7519999999999998,125000.0,45.28,137.08,26993.04,174000.0,81700.0,1773.84,336.34,23292.81,7396.29,145.9,3.8186,2.5179,0.2178,0.0573
2019-11-26,320.22,797.05,3119.56,884.19,1180.15,167.22,173.36,1295.29,1517.36,150.28,8.36,1079.73,3869.21,281.49,128.08,754.77,313.64,122.04,861.81,861.81,1176.2,7162.8,1.000705800501835,281.83,651.59,51800.0,3140.52,28121.68,8647.93,152.03,264.29,1.9086299999999998,1.51,1.5830000000000002,1.59,1.7409999999999999,122500.0,45.89,137.74,26913.92,173000.0,82300.0,1796.94,328.92,23373.32,7403.14,147.61,3.918,2.6112,0.2207,0.05752
2019-11-27,319.73,796.83,3114.87,884.67,1177.28,167.25,173.26,1294.48,1510.63,150.01,8.34,1076.79,3863.28,280.76,128.08,754.85,313.16,122.49,860.81,860.81,1174.4,7510.6,0.9999485286789072,282.85,647.39,52200.0,3153.63,28164.0,8705.17,152.32,267.84,1.91375,1.51,1.601,1.626,1.767,123500.0,45.79,137.01,26954.0,172500.0,82700.0,1818.51,331.29,23437.77,7429.78,152.7,3.9499,2.6767,0.2241,0.058629999999999995
2019-11-29,321.06,798.27,3127.87,888.16,1180.95,167.87,173.8,1298.47,1522.71,150.67,8.37,1076.89,3878.38,282.5,128.66,757.05,314.49,123.43,863.48,863.48,1179.3,7742.7,1.0006535204615121,276.78,632.99,50300.0,3140.98,28051.41,8665.47,151.38,267.25,1.9055,1.53,1.599,1.6119999999999999,1.774,121000.0,45.53,137.86,26346.49,172000.0,80900.0,1800.8,329.94,23293.91,7346.53,154.55,4.0859,2.7922,0.23,0.05902999999999999
2019-12-02,321.33,798.77,3130.52,888.58,1180.12,167.84,174.06,1300.51,1524.24,150.77,8.37,1077.75,3880.52,282.61,128.14,759.11,314.76,123.29,863.14,863.14,1180.3,7298.2,1.0002093004473342,277.44,634.5,50400.0,3113.87,27783.04,8567.99,149.55,264.16,1.9001299999999999,1.52,1.598,1.604,1.8219999999999998,121500.0,44.84,137.79,26444.72,171500.0,80500.0,1781.6,334.87,23529.5,7285.94,148.89,3.8843,2.6748,0.2192,0.055760000000000004
2019-12-03,321.36,804.62,3130.7,887.02,1190.88,167.95,174.99,1307.47,1527.61,150.78,8.36,1082.69,3881.75,282.39,128.74,767.02,314.77,123.69,863.84,863.84,1180.4,7291.8,1.0002549158963725,276.19,629.58,49900.0,3093.2,27502.81,8520.64,149.31,259.45,1.8915,1.52,1.5630000000000002,1.5419999999999998,1.7169999999999999,121500.0,44.82,139.11,26391.3,172000.0,78700.0,1769.96,336.2,23379.81,7158.76,147.82,3.8879,2.6941,0.2193,0.05524
2019-12-04,322.94,812.55,3146.09,892.42,1201.52,168.56,175.93,1314.61,1541.82,151.5,8.41,1091.81,3904.29,284.15,129.14,773.17,316.32,124.48,869.55,869.55,1186.2,7204.4,0.9987696152104908,274.15,625.27,49450.0,3112.76,27649.78,8566.67,149.85,261.74,1.88713,1.52,1.5630000000000002,1.578,1.778,122000.0,45.11,138.92,26062.56,174500.0,77700.0,1760.69,333.03,23135.23,7188.5,145.79,3.7994,2.6284,0.214,0.05475
2019-12-05,324.98,817.39,3165.98,904.66,1207.47,168.83,177.02,1322.62,1564.7,152.47,8.46,1096.6,3933.11,285.88,130.11,780.62,318.32,125.49,875.66,875.66,1193.7,7399.2,0.9999583373382892,273.3,617.6,49500.0,3117.43,27677.79,8570.7,149.93,265.58,1.885,1.52,1.558,1.5919999999999999,1.8090000000000002,118000.0,45.67,139.0,26217.04,170500.0,78800.0,1740.48,330.37,23300.09,7137.85,148.69,3.788,2.6824,0.221,0.05536
2019-12-06,324.03,813.2,3156.69,903.07,1205.69,168.82,176.91,1321.78,1566.24,152.02,8.46,1094.49,3919.26,285.45,130.19,778.63,317.39,125.39,874.73,874.73,1190.2,7530.8,1.000548821623725,276.56,628.1,50400.0,3145.91,28015.06,8656.53,151.75,270.71,1.8905,1.52,1.5630000000000002,1.619,1.8430000000000002,118500.0,45.31,137.62,26498.37,174000.0,80600.0,1751.6,335.89,23354.4,7239.66,148.89,3.8859,2.7256,0.2254,0.05537
2019-12-09,323.89,813.46,3155.03,897.55,1201.54,168.88,176.09,1315.75,1562.79,151.95,8.48,1095.49,3926.14,286.02,130.34,780.86,317.25,125.23,874.49,874.49,1189.7,7355.8,0.9985465733206084,278.03,627.86,51200.0,3135.96,27909.6,8621.83,151.36,266.92,1.88838,1.52,1.558,1.619,1.821,119500.0,45.56,137.58,26494.73,175000.0,80700.0,1749.51,339.53,23430.7,7233.9,147.88,3.8001,2.6567,0.2244,0.05465
2019-12-10,323.78,811.4,3153.89,898.16,1203.93,169.11,176.09,1315.9,1563.1,151.93,8.49,1095.37,3915.78,285.79,130.02,778.4,317.15,124.77,874.71,874.71,1189.3,7235.7,0.9999542909648028,279.31,627.11,51500.0,3132.52,27881.72,8616.18,151.13,268.48,1.88725,1.51,1.56,1.6540000000000001,1.8419999999999999,120000.0,45.31,137.97,26436.62,174500.0,80700.0,1739.21,348.84,23410.19,7213.76,145.86,3.7726,2.6034,0.2226,0.05313
2019-12-11,324.52,811.45,3161.05,900.78,1210.77,169.45,176.95,1322.46,1563.78,152.3,8.51,1095.74,3926.09,286.37,129.86,779.69,317.86,125.55,877.41,877.41,1192.0,7208.0,0.9993802096715084,280.28,629.13,51900.0,3141.63,27911.3,8654.05,151.7,270.77,1.8873799999999998,1.51,1.5530000000000002,1.615,1.7930000000000001,119000.0,45.77,138.92,26645.43,174000.0,80600.0,1748.72,352.7,23391.86,7216.25,143.51,3.772,2.5767,0.221,0.0528
2019-12-12,324.87,819.86,3164.5,905.76,1214.43,169.64,177.76,1328.5,1574.8,152.8,8.5,1099.36,3930.37,286.54,131.0,785.49,318.2,127.12,879.2,879.2,1193.3,7208.0,0.9988702885367741,285.11,636.94,53300.0,3168.57,28132.05,8717.32,153.24,271.46,1.89363,1.51,1.5730000000000002,1.6640000000000001,1.896,120000.0,45.07,138.43,26994.14,175500.0,83400.0,1760.33,359.68,23424.81,7273.47,145.03,3.8173,2.5827,0.2186,0.05202999999999999
2019-12-13,323.59,824.29,3152.03,903.4,1206.95,169.12,177.93,1329.57,1599.62,152.34,8.47,1085.23,3916.57,285.76,131.49,787.33,316.94,127.31,878.65,878.65,1188.6,7255.2,0.9991840897381956,290.11,643.45,54700.0,3168.8,28135.38,8734.88,154.53,275.15,1.89963,1.51,1.534,1.608,1.824,121000.0,45.22,139.05,27687.76,175500.0,87900.0,1760.94,358.39,24023.1,7353.44,144.96,3.8592,2.6248,0.2205,0.05268
2019-12-16,318.99,805.19,3107.88,889.03,1191.18,168.14,174.47,1303.87,1563.99,150.23,8.38,1071.46,3863.43,283.4,129.81,772.03,312.42,124.85,864.76,864.76,1171.7,6903.5,0.999223560397464,289.76,644.44,54700.0,3191.45,28235.89,8814.23,155.53,279.86,1.8985,1.51,1.5390000000000001,1.63,1.8730000000000002,119000.0,45.16,139.04,27508.09,179500.0,88600.0,1769.21,381.5,23952.35,7519.05,132.78,3.6811,2.3704,0.2055,0.047060000000000005
2019-12-17,319.32,806.49,3110.56,890.99,1193.0,167.54,174.82,1306.49,1558.67,150.5,8.37,1070.16,3865.73,283.17,130.14,773.53,312.73,125.16,865.45,865.45,1172.9,6613.3,0.9998949640846924,294.4,650.58,56700.0,3192.52,28267.16,8823.36,154.69,280.41,1.9025,1.51,1.534,1.625,1.875,122000.0,44.81,139.01,27843.71,180500.0,92800.0,1790.66,378.99,24066.12,7525.28,122.06,3.4686,2.1946,0.1831,0.04314
2019-12-18,317.63,799.6,3094.28,886.52,1190.57,166.78,174.12,1301.16,1531.94,149.84,8.34,1065.33,3844.91,281.71,129.32,766.52,311.07,124.38,860.75,860.75,1166.7,7276.0,1.0000871620707397,294.22,648.95,56300.0,3191.14,28239.28,8827.74,154.37,279.74,1.9080000000000001,1.51,1.526,1.635,1.922,123000.0,44.37,139.02,27884.21,178500.0,93000.0,1784.03,393.15,23934.43,7540.75,132.92,3.7666,2.458,0.1956,0.04651
2019-12-19,317.25,798.29,3090.74,888.52,1188.96,166.4,173.36,1295.29,1524.68,149.62,8.34,1063.57,3838.53,281.51,129.39,767.0,310.67,123.65,859.78,859.78,1165.3,7165.5,1.0008635737278766,294.31,647.85,56000.0,3205.37,28376.96,8887.22,155.71,280.02,1.92775,1.51,1.521,1.631,1.922,123500.0,43.99,139.38,27800.49,179000.0,93600.0,1792.28,404.04,23864.85,7573.82,128.42,3.726,2.45,0.1878,0.04514
2019-12-20,317.03,801.58,3088.7,887.14,1190.39,166.42,173.38,1295.39,1515.25,149.41,8.33,1064.78,3835.26,281.18,129.9,769.39,310.41,123.77,859.47,859.47,1164.5,7196.4,1.0006703909825112,295.31,649.73,56000.0,3221.22,28455.09,8924.95,157.41,279.44,1.93475,1.51,1.524,1.631,1.919,124000.0,44.77,139.52,27871.35,183500.0,95000.0,1786.5,405.59,23816.63,7582.48,128.7,4.0532,2.4874,0.1951,0.04623
2019-12-23,316.53,801.96,3083.49,884.48,1183.37,166.14,172.4,1288.04,1512.19,149.08,8.32,1061.98,3828.75,280.82,129.59,767.32,309.9,123.59,857.79,857.79,1162.6,7322.8,1.001864838358478,294.87,647.62,55500.0,3224.01,28551.53,8945.65,157.41,284.0,1.9466299999999999,1.51,1.536,1.65,1.9280000000000002,122500.0,44.27,139.95,27906.41,184000.0,94600.0,1793.0,419.22,23821.11,7623.59,128.08,4.008,2.5142,0.1897,0.044969999999999996
2019-12-24,316.53,801.96,3083.49,884.48,1183.37,165.8,172.4,1288.04,1512.19,149.08,8.32,1061.98,3828.75,280.82,129.59,767.32,309.9,123.59,857.79,857.79,1161.7,7268.3,0.9993223782086176,292.9,638.91,55000.0,3223.38,28515.45,8952.88,157.38,284.27,1.9605,1.51,1.531,1.629,1.903,122000.0,44.67,141.27,27864.21,182000.0,93800.0,1789.21,425.25,23830.58,7632.24,128.05,3.9366,2.542,0.1908,0.04503
2019-12-27,316.13,806.28,3079.78,885.8,1183.57,166.09,172.6,1288.82,1509.44,149.11,8.32,1059.92,3826.66,280.99,130.71,774.17,309.41,123.33,857.64,857.64,1161.2,7261.7,1.0000682485614625,295.2,661.24,56500.0,3240.02,28645.26,9006.62,158.96,289.8,1.9446299999999999,1.51,1.508,1.587,1.8769999999999998,120500.0,44.45,142.33,28225.42,183500.0,96000.0,1869.8,430.38,23837.72,7644.9,126.41,4.5107,2.5699,0.19,0.0458
2019-12-30,316.05,810.31,3078.98,887.98,1192.07,165.87,173.77,1298.06,1519.04,149.07,8.32,1060.72,3826.68,281.26,131.65,777.69,309.34,124.47,858.37,858.37,1160.9,7261.8,0.9997349272307968,293.77,669.83,55800.0,3221.29,28462.14,8945.99,157.59,291.52,1.9093799999999999,1.51,1.521,1.571,1.886,120000.0,44.32,142.63,28319.39,186500.0,94100.0,1846.89,414.7,23656.62,7587.05,131.83,4.5948,2.6262,0.1933,0.04558
